,Date,Day,Season,Team,Opp,Site,P1,P2,P3,Final,Line,Total,SUm,SUr,OUr,ot
590,2021-02-28 00:00:00,Sunday,2020,Sabres,Flyers,home,0-0,0-3,0-0,0-3,145,5.5,-3.0,L,U,0.0
591,2021-02-28 00:00:00,Sunday,2020,Flyers,Sabres,away,0-0,3-0,0-0,3-0,-165,5.5,3.0,W,U,0.0
592,2021-02-28 00:00:00,Sunday,2020,Islanders,Penguins,home,1-0,1-0,0-0,2-0,-110,5.5,2.0,W,U,0.0
593,2021-02-28 00:00:00,Sunday,2020,Penguins,Islanders,away,0-1,0-1,0-0,0-2,100,5.5,-2.0,L,U,0.0
594,2021-02-28 00:00:00,Sunday,2020,Rangers,Bruins,home,0-2,0-1,1-1,1-4,140,5.5,-3.0,L,U,0.0
595,2021-02-28 00:00:00,Sunday,2020,Bruins,Rangers,away,2-0,1-0,1-1,4-1,-160,5.5,3.0,W,U,0.0
596,2021-02-28 00:00:00,Sunday,2020,Devils,Capitals,home,1-1,1-2,0-0,2-3,136,6.0,-1.0,L,U,0.0
597,2021-02-28 00:00:00,Sunday,2020,Capitals,Devils,away,1-1,2-1,0-0,3-2,-150,6.0,1.0,W,U,0.0
598,2021-03-01 00:00:00,Monday,2020,Jets,Canucks,home,0-3,0-0,0-1,0-4,-135,6.5,-4.0,L,U,0.0
599,2021-03-01 00:00:00,Monday,2020,Canucks,Jets,away,3-0,0-0,1-0,4-0,115,6.5,4.0,W,U,0.0
600,2021-03-01 00:00:00,Monday,2020,Oilers,Maple Leafs,home,0-3,0-0,0-0,0-3,-120,6.5,-3.0,L,U,0.0
601,2021-03-01 00:00:00,Monday,2020,Maple Leafs,Oilers,away,3-0,0-0,0-0,3-0,100,6.5,3.0,W,U,0.0
602,2021-03-01 00:00:00,Monday,2020,Panthers,Hurricanes,home,0-1,0-0,2-1,2-3,-115,6.0,-1.0,L,U,1.0
603,2021-03-01 00:00:00,Monday,2020,Hurricanes,Panthers,away,1-0,0-0,1-2,3-2,-105,6.0,1.0,W,U,1.0
604,2021-03-01 00:00:00,Monday,2020,Senators,Flames,home,0-0,3-1,2-0,5-1,135,6.0,4.0,W,P,0.0
605,2021-03-01 00:00:00,Monday,2020,Flames,Senators,away,0-0,1-3,0-2,1-5,-149,6.0,-4.0,L,P,0.0
606,2021-03-01 00:00:00,Monday,2020,Knights,Wild,home,0-0,2-4,2-0,5-4,-145,5.5,1.0,W,O,1.0
607,2021-03-01 00:00:00,Monday,2020,Wild,Knights,away,0-0,4-2,0-2,4-5,131,5.5,-1.0,L,O,1.0
608,2021-03-01 00:00:00,Monday,2020,Ducks,Blues,home,1-1,0-3,3-1,4-5,119,5.5,-1.0,L,O,0.0
609,2021-03-01 00:00:00,Monday,2020,Blues,Ducks,away,1-1,3-0,1-3,5-4,-131,5.5,1.0,W,O,0.0
610,2021-03-01 00:00:00,Monday,2020,Sharks,Avalanche,home,0-1,2-1,4-0,6-2,185,6.0,4.0,W,O,0.0
611,2021-03-01 00:00:00,Monday,2020,Avalanche,Sharks,away,1-0,1-2,0-4,2-6,-207,6.0,-4.0,L,O,0.0
612,2021-03-02 00:00:00,Tuesday,2020,Devils,Islanders,home,0-0,0-0,1-2,1-2,140,5.5,-1.0,L,U,0.0
613,2021-03-02 00:00:00,Tuesday,2020,Islanders,Devils,away,0-0,0-0,2-1,2-1,-161,5.5,1.0,W,U,0.0
614,2021-03-02 00:00:00,Tuesday,2020,Jets,Canucks,home,2-1,1-1,2-0,5-2,-125,6.0,3.0,W,O,0.0
615,2021-03-02 00:00:00,Tuesday,2020,Canucks,Jets,away,1-2,1-1,0-2,2-5,113,6.0,-3.0,L,O,0.0
616,2021-03-02 00:00:00,Tuesday,2020,Rangers,Sabres,home,2-1,1-1,0-0,3-2,-150,5.5,1.0,W,U,0.0
617,2021-03-02 00:00:00,Tuesday,2020,Sabres,Rangers,away,1-2,1-1,0-0,2-3,136,5.5,-1.0,L,U,0.0
618,2021-03-02 00:00:00,Tuesday,2020,Penguins,Flyers,home,0-0,3-1,2-1,5-2,105,6.0,3.0,W,O,0.0
619,2021-03-02 00:00:00,Tuesday,2020,Flyers,Penguins,away,0-0,1-3,1-2,2-5,-116,6.0,-3.0,L,O,0.0
620,2021-03-02 00:00:00,Tuesday,2020,Blue Jackets,Red Wings,home,1-1,3-0,0-0,4-1,-175,5.5,3.0,W,U,0.0
621,2021-03-02 00:00:00,Tuesday,2020,Red Wings,Blue Jackets,away,1-1,0-3,0-0,1-4,158,5.5,-3.0,L,U,0.0
622,2021-03-02 00:00:00,Tuesday,2020,Canadiens,Senators,home,0-0,2-1,1-0,3-1,-250,6.5,2.0,W,U,0.0
623,2021-03-02 00:00:00,Tuesday,2020,Senators,Canadiens,away,0-0,1-2,0-1,1-3,215,6.5,-2.0,L,U,0.0
624,2021-03-02 00:00:00,Tuesday,2020,Predators,Hurricanes,home,0-2,0-1,2-1,2-4,105,5.5,-2.0,L,O,0.0
625,2021-03-02 00:00:00,Tuesday,2020,Hurricanes,Predators,away,2-0,1-0,1-2,4-2,-125,5.5,2.0,W,O,0.0
626,2021-03-02 00:00:00,Tuesday,2020,Stars,Lightning,home,0-1,0-0,0-1,0-2,165,5.5,-2.0,L,U,0.0
627,2021-03-02 00:00:00,Tuesday,2020,Lightning,Stars,away,1-0,0-0,1-0,2-0,-185,5.5,2.0,W,U,0.0
628,2021-03-03 00:00:00,Wednesday,2020,Oilers,Maple Leafs,home,0-1,1-4,0-1,1-6,105,6.5,-5.0,L,O,0.0
629,2021-03-03 00:00:00,Wednesday,2020,Maple Leafs,Oilers,away,1-0,4-1,1-0,6-1,-125,6.5,5.0,W,O,0.0
630,2021-03-03 00:00:00,Wednesday,2020,Bruins,Capitals,home,0-0,0-0,1-1,1-2,-150,6.0,-1.0,L,U,1.0
631,2021-03-03 00:00:00,Wednesday,2020,Capitals,Bruins,away,0-0,0-0,1-1,2-1,130,6.0,1.0,W,U,1.0
632,2021-03-03 00:00:00,Wednesday,2020,Knights,Wild,home,1-0,1-1,3-0,5-1,-145,5.5,4.0,W,O,0.0
633,2021-03-03 00:00:00,Wednesday,2020,Wild,Knights,away,0-1,1-1,0-3,1-5,131,5.5,-4.0,L,O,0.0
634,2021-03-03 00:00:00,Wednesday,2020,Ducks,Blues,home,0-1,1-1,1-1,2-3,160,5.5,-1.0,L,U,0.0
635,2021-03-03 00:00:00,Wednesday,2020,Blues,Ducks,away,1-0,1-1,1-1,3-2,-180,5.5,1.0,W,U,0.0
636,2021-03-03 00:00:00,Wednesday,2020,Sharks,Avalanche,home,0-0,0-1,0-3,0-4,180,6.0,-4.0,L,U,0.0
637,2021-03-03 00:00:00,Wednesday,2020,Avalanche,Sharks,away,0-0,1-0,3-0,4-0,-220,6.0,4.0,W,U,0.0
638,2021-03-03 00:00:00,Wednesday,2020,Kings,Coyotes,home,0-0,1-3,1-0,2-3,-105,5.5,-1.0,L,U,0.0
639,2021-03-03 00:00:00,Wednesday,2020,Coyotes,Kings,away,0-0,3-1,0-1,3-2,-115,5.5,1.0,W,U,0.0
640,2021-03-04 00:00:00,Thursday,2020,Blackhawks,Lightning,home,0-0,2-0,0-2,2-3,188,5.5,-1.0,L,U,1.0
641,2021-03-04 00:00:00,Thursday,2020,Lightning,Blackhawks,away,0-0,0-2,2-0,3-2,-212,5.5,1.0,W,U,1.0
642,2021-03-04 00:00:00,Thursday,2020,Predators,Panthers,home,0-2,2-2,2-1,4-5,116,5.5,-1.0,L,O,0.0
643,2021-03-04 00:00:00,Thursday,2020,Panthers,Predators,away,2-0,2-2,1-2,5-4,-128,5.5,1.0,W,O,0.0
644,2021-03-04 00:00:00,Thursday,2020,Stars,Blue Jackets,home,0-0,0-1,2-2,2-3,-145,5.5,-1.0,L,U,0.0
645,2021-03-04 00:00:00,Thursday,2020,Blue Jackets,Stars,away,0-0,1-0,2-2,3-2,125,5.5,1.0,W,U,0.0
646,2021-03-04 00:00:00,Thursday,2020,Flames,Senators,home,4-1,1-0,2-2,7-3,-185,6.0,4.0,W,O,0.0
647,2021-03-04 00:00:00,Thursday,2020,Senators,Flames,away,1-4,0-1,2-2,3-7,166,6.0,-4.0,L,O,0.0
648,2021-03-04 00:00:00,Thursday,2020,Hurricanes,Red Wings,home,1-1,1-1,3-0,5-2,-300,5.5,3.0,W,O,0.0
649,2021-03-04 00:00:00,Thursday,2020,Red Wings,Hurricanes,away,1-1,1-1,0-3,2-5,256,5.5,-3.0,L,O,0.0
650,2021-03-04 00:00:00,Thursday,2020,Penguins,Flyers,home,3-1,0-1,0-2,3-4,-105,6.0,-1.0,L,O,0.0
651,2021-03-04 00:00:00,Thursday,2020,Flyers,Penguins,away,1-3,1-0,2-0,4-3,-115,6.0,1.0,W,O,0.0
652,2021-03-04 00:00:00,Thursday,2020,Canadiens,Jets,home,0-2,2-0,1-1,3-4,-150,5.5,-1.0,L,O,1.0
653,2021-03-04 00:00:00,Thursday,2020,Jets,Canadiens,away,2-0,0-2,1-1,4-3,130,5.5,1.0,W,O,1.0
654,2021-03-04 00:00:00,Thursday,2020,Canucks,Maple Leafs,home,1-1,1-0,1-0,3-1,145,6.5,2.0,W,U,0.0
655,2021-03-04 00:00:00,Thursday,2020,Maple Leafs,Canucks,away,1-1,0-1,0-1,1-3,-161,6.5,-2.0,L,U,0.0
656,2021-03-04 00:00:00,Thursday,2020,Islanders,Sabres,home,2-0,1-1,2-1,5-2,-181,5.0,3.0,W,O,0.0
657,2021-03-04 00:00:00,Thursday,2020,Sabres,Islanders,away,0-2,1-1,1-2,2-5,163,5.0,-3.0,L,O,0.0
658,2021-03-04 00:00:00,Thursday,2020,Devils,Rangers,home,1-0,0-2,0-4,1-6,105,5.5,-5.0,L,O,0.0
659,2021-03-04 00:00:00,Thursday,2020,Rangers,Devils,away,0-1,2-0,4-0,6-1,-125,5.5,5.0,W,O,0.0
660,2021-03-05 00:00:00,Friday,2020,Blackhawks,Lightning,home,1-2,1-0,1-1,4-3,170,6.0,1.0,W,O,1.0
661,2021-03-05 00:00:00,Friday,2020,Lightning,Blackhawks,away,2-1,0-1,1-1,3-4,-189,6.0,-1.0,L,O,1.0
662,2021-03-05 00:00:00,Friday,2020,Avalanche,Ducks,home,0-1,2-1,0-0,3-2,-220,5.5,1.0,W,U,1.0
663,2021-03-05 00:00:00,Friday,2020,Ducks,Avalanche,away,1-0,1-2,0-0,2-3,196,5.5,-1.0,L,U,1.0
664,2021-03-05 00:00:00,Friday,2020,Coyotes,Wild,home,0-3,0-1,1-1,1-5,120,5.5,-4.0,L,O,0.0
665,2021-03-05 00:00:00,Friday,2020,Wild,Coyotes,away,3-0,1-0,1-1,5-1,-141,5.5,4.0,W,O,0.0
666,2021-03-05 00:00:00,Friday,2020,Bruins,Capitals,home,1-0,3-0,1-1,5-1,-135,6.0,4.0,W,P,0.0
667,2021-03-05 00:00:00,Friday,2020,Capitals,Bruins,away,0-1,0-3,1-1,1-5,122,6.0,-4.0,L,P,0.0
668,2021-03-05 00:00:00,Friday,2020,Kings,Blues,home,0-1,1-0,1-1,2-3,105,5.5,-1.0,L,U,1.0
669,2021-03-05 00:00:00,Friday,2020,Blues,Kings,away,1-0,0-1,1-1,3-2,-125,5.5,1.0,W,U,1.0
670,2021-03-05 00:00:00,Friday,2020,Sharks,Knights,home,0-2,2-1,2-1,4-5,180,6.0,-1.0,L,O,1.0
671,2021-03-05 00:00:00,Friday,2020,Knights,Sharks,away,2-0,1-2,1-2,5-4,-210,6.0,1.0,W,O,1.0
672,2021-03-06 00:00:00,Saturday,2020,Predators,Panthers,home,1-1,0-3,1-2,2-6,121,5.5,-4.0,L,O,0.0
673,2021-03-06 00:00:00,Saturday,2020,Panthers,Predators,away,1-1,3-0,2-1,6-2,-145,5.5,4.0,W,O,0.0
674,2021-03-06 00:00:00,Saturday,2020,Stars,Blue Jackets,home,2-0,1-0,2-0,5-0,-135,5.0,5.0,W,P,0.0
675,2021-03-06 00:00:00,Saturday,2020,Blue Jackets,Stars,away,0-2,0-1,0-2,0-5,122,5.0,-5.0,L,P,0.0
676,2021-03-06 00:00:00,Saturday,2020,Oilers,Flames,home,0-1,1-0,2-1,3-2,-125,6.5,1.0,W,U,0.0
677,2021-03-06 00:00:00,Saturday,2020,Flames,Oilers,away,1-0,0-1,1-2,2-3,113,6.5,-1.0,L,U,0.0
678,2021-03-06 00:00:00,Saturday,2020,Avalanche,Ducks,home,0-1,2-1,2-2,4-5,-213,5.5,-1.0,L,O,1.0
679,2021-03-06 00:00:00,Saturday,2020,Ducks,Avalanche,away,1-0,1-2,2-2,5-4,185,5.5,1.0,W,O,1.0
680,2021-03-06 00:00:00,Saturday,2020,Coyotes,Wild,home,0-2,2-0,3-0,5-2,122,5.5,3.0,W,O,0.0
681,2021-03-06 00:00:00,Saturday,2020,Wild,Coyotes,away,2-0,0-2,0-3,2-5,-135,5.5,-3.0,L,O,0.0
682,2021-03-06 00:00:00,Saturday,2020,Canadiens,Jets,home,1-0,4-0,2-1,7-1,-145,5.5,6.0,W,O,0.0
683,2021-03-06 00:00:00,Saturday,2020,Jets,Canadiens,away,0-1,0-4,1-2,1-7,131,5.5,-6.0,L,O,0.0
684,2021-03-06 00:00:00,Saturday,2020,Canucks,Maple Leafs,home,1-1,0-1,3-0,4-2,170,6.5,2.0,W,U,0.0
685,2021-03-06 00:00:00,Saturday,2020,Maple Leafs,Canucks,away,1-1,1-0,0-3,2-4,-189,6.5,-2.0,L,U,0.0
686,2021-03-06 00:00:00,Saturday,2020,Kings,Blues,home,1-3,2-0,0-0,4-3,130,5.5,1.0,W,O,1.0
687,2021-03-06 00:00:00,Saturday,2020,Blues,Kings,away,3-1,0-2,0-0,3-4,-144,5.5,-1.0,L,O,1.0
688,2021-03-06 00:00:00,Saturday,2020,Sharks,Knights,home,0-1,0-2,0-1,0-4,185,6.0,-4.0,L,U,0.0
689,2021-03-06 00:00:00,Saturday,2020,Knights,Sharks,away,1-0,2-0,1-0,4-0,-215,6.0,4.0,W,U,0.0
690,2021-03-06 00:00:00,Saturday,2020,Penguins,Flyers,home,2-1,1-2,1-0,4-3,-110,6.0,1.0,W,O,0.0
691,2021-03-06 00:00:00,Saturday,2020,Flyers,Penguins,away,1-2,2-1,0-1,3-4,100,6.0,-1.0,L,O,0.0
692,2021-03-07 00:00:00,Sunday,2020,Blackhawks,Lightning,home,2-0,1-4,0-2,3-6,185,5.5,-3.0,L,O,0.0
693,2021-03-07 00:00:00,Sunday,2020,Lightning,Blackhawks,away,0-2,4-1,2-0,6-3,-213,5.5,3.0,W,O,0.0
694,2021-03-07 00:00:00,Sunday,2020,Flames,Senators,home,0-2,1-1,2-0,3-4,-175,6.0,-1.0,L,O,1.0
695,2021-03-07 00:00:00,Sunday,2020,Senators,Flames,away,2-0,1-1,0-2,4-3,155,6.0,1.0,W,O,1.0
696,2021-03-07 00:00:00,Sunday,2020,Islanders,Sabres,home,0-0,3-0,2-2,5-2,-225,5.5,3.0,W,O,0.0
697,2021-03-07 00:00:00,Sunday,2020,Sabres,Islanders,away,0-0,0-3,2-2,2-5,201,5.5,-3.0,L,O,0.0
698,2021-03-07 00:00:00,Sunday,2020,Penguins,Rangers,home,3-1,0-0,2-0,5-1,-145,6.0,4.0,W,P,0.0
699,2021-03-07 00:00:00,Sunday,2020,Rangers,Penguins,away,1-3,0-0,0-2,1-5,131,6.0,-4.0,L,P,0.0
700,2021-03-07 00:00:00,Sunday,2020,Flyers,Capitals,home,1-0,0-2,0-1,1-3,-105,6.0,-2.0,L,U,0.0
701,2021-03-07 00:00:00,Sunday,2020,Capitals,Flyers,away,0-1,2-0,1-0,3-1,-115,6.0,2.0,W,U,0.0
702,2021-03-07 00:00:00,Sunday,2020,Hurricanes,Panthers,home,1-0,1-1,2-1,4-2,-135,6.0,2.0,W,P,0.0
703,2021-03-07 00:00:00,Sunday,2020,Panthers,Hurricanes,away,0-1,1-1,1-2,2-4,122,6.0,-2.0,L,P,0.0
704,2021-03-07 00:00:00,Sunday,2020,Bruins,Devils,home,0-0,0-0,0-1,0-1,-290,5.5,-1.0,L,U,0.0
705,2021-03-07 00:00:00,Sunday,2020,Devils,Bruins,away,0-0,0-0,1-0,1-0,235,5.5,1.0,W,U,0.0
706,2021-03-07 00:00:00,Sunday,2020,Stars,Predators,home,0-2,0-1,3-0,3-4,-160,5.5,-1.0,L,O,1.0
707,2021-03-07 00:00:00,Sunday,2020,Predators,Stars,away,2-0,1-0,0-3,4-3,140,5.5,1.0,W,O,1.0
708,2021-03-08 00:00:00,Monday,2020,Sharks,Blues,home,0-1,1-1,1-0,3-2,150,6.0,1.0,W,U,1.0
709,2021-03-08 00:00:00,Monday,2020,Blues,Sharks,away,1-0,1-1,0-1,2-3,-166,6.0,-1.0,L,U,1.0
710,2021-03-08 00:00:00,Monday,2020,Wild,Knights,home,1-0,0-0,1-0,2-0,-110,5.5,2.0,W,U,0.0
711,2021-03-08 00:00:00,Monday,2020,Knights,Wild,away,0-1,0-0,0-1,0-2,100,5.5,-2.0,L,U,0.0
712,2021-03-08 00:00:00,Monday,2020,Oilers,Senators,home,1-1,2-1,0-0,3-2,-250,6.5,1.0,W,U,0.0
713,2021-03-08 00:00:00,Monday,2020,Senators,Oilers,away,1-1,1-2,0-0,2-3,215,6.5,-1.0,L,U,0.0
714,2021-03-08 00:00:00,Monday,2020,Avalanche,Coyotes,home,0-2,2-0,0-1,2-3,-175,5.5,-1.0,L,U,0.0
715,2021-03-08 00:00:00,Monday,2020,Coyotes,Avalanche,away,2-0,0-2,1-0,3-2,155,5.5,1.0,W,U,0.0
716,2021-03-08 00:00:00,Monday,2020,Canucks,Canadiens,home,0-1,0-0,1-0,2-1,125,6.0,1.0,W,U,1.0
717,2021-03-08 00:00:00,Monday,2020,Canadiens,Canucks,away,1-0,0-0,0-1,1-2,-138,6.0,-1.0,L,U,1.0
718,2021-03-08 00:00:00,Monday,2020,Ducks,Kings,home,2-1,3-2,0-2,6-5,110,5.5,1.0,W,O,1.0
719,2021-03-08 00:00:00,Monday,2020,Kings,Ducks,away,1-2,2-3,2-0,5-6,-121,5.5,-1.0,L,O,1.0
720,2021-03-09 00:00:00,Tuesday,2020,Stars,Blackhawks,home,2-0,3-1,1-0,6-1,-145,5.5,5.0,W,O,0.0
721,2021-03-09 00:00:00,Tuesday,2020,Blackhawks,Stars,away,0-2,1-3,0-1,1-6,131,5.5,-5.0,L,O,0.0
722,2021-03-09 00:00:00,Tuesday,2020,Islanders,Bruins,home,0-1,1-0,0-0,2-1,-110,5.5,1.0,W,U,1.0
723,2021-03-09 00:00:00,Tuesday,2020,Bruins,Islanders,away,1-0,0-1,0-0,1-2,100,5.5,-1.0,L,U,1.0
724,2021-03-09 00:00:00,Tuesday,2020,Flyers,Sabres,home,1-3,2-1,1-0,5-4,-250,6.0,1.0,W,O,1.0
725,2021-03-09 00:00:00,Tuesday,2020,Sabres,Flyers,away,3-1,1-2,0-1,4-5,215,6.0,-1.0,L,O,1.0
726,2021-03-09 00:00:00,Tuesday,2020,Capitals,Devils,home,1-0,3-1,0-3,5-4,-192,6.0,1.0,W,O,1.0
727,2021-03-09 00:00:00,Tuesday,2020,Devils,Capitals,away,0-1,1-3,3-0,4-5,172,6.0,-1.0,L,O,1.0
728,2021-03-09 00:00:00,Tuesday,2020,Hurricanes,Predators,home,0-0,2-2,0-0,3-2,-220,6.0,1.0,W,U,1.0
729,2021-03-09 00:00:00,Tuesday,2020,Predators,Hurricanes,away,0-0,2-2,0-0,2-3,196,6.0,-1.0,L,U,1.0
730,2021-03-09 00:00:00,Tuesday,2020,Penguins,Rangers,home,1-1,2-0,1-1,4-2,-170,6.0,2.0,W,P,0.0
731,2021-03-09 00:00:00,Tuesday,2020,Rangers,Penguins,away,1-1,0-2,1-1,2-4,153,6.0,-2.0,L,P,0.0
732,2021-03-09 00:00:00,Tuesday,2020,Blue Jackets,Panthers,home,0-1,1-2,1-1,2-4,115,5.5,-2.0,L,O,0.0
733,2021-03-09 00:00:00,Tuesday,2020,Panthers,Blue Jackets,away,1-0,2-1,1-1,4-2,-135,5.5,2.0,W,O,0.0
734,2021-03-09 00:00:00,Tuesday,2020,Red Wings,Lightning,home,1-2,2-0,0-1,3-4,280,5.5,-1.0,L,O,1.0
735,2021-03-09 00:00:00,Tuesday,2020,Lightning,Red Wings,away,2-1,0-2,1-0,4-3,-340,5.5,1.0,W,O,1.0
736,2021-03-09 00:00:00,Tuesday,2020,Maple Leafs,Jets,home,2-1,0-2,1-1,3-4,-180,6.0,-1.0,L,O,0.0
737,2021-03-09 00:00:00,Tuesday,2020,Jets,Maple Leafs,away,1-2,2-0,1-1,4-3,160,6.0,1.0,W,O,0.0
738,2021-03-10 00:00:00,Wednesday,2020,Wild,Knights,home,1-1,0-0,3-2,4-3,-102,5.5,1.0,W,O,0.0
739,2021-03-10 00:00:00,Wednesday,2020,Knights,Wild,away,1-1,0-0,2-3,3-4,-108,5.5,-1.0,L,O,0.0
740,2021-03-10 00:00:00,Wednesday,2020,Oilers,Senators,home,4-0,2-0,1-1,7-1,-227,6.5,6.0,W,O,0.0
741,2021-03-10 00:00:00,Wednesday,2020,Senators,Oilers,away,0-4,0-2,1-1,1-7,202,6.5,-6.0,L,O,0.0
742,2021-03-10 00:00:00,Wednesday,2020,Avalanche,Coyotes,home,1-0,0-1,0-0,2-1,-220,5.5,1.0,W,U,1.0
743,2021-03-10 00:00:00,Wednesday,2020,Coyotes,Avalanche,away,0-1,1-0,0-0,1-2,196,5.5,-1.0,L,U,1.0
744,2021-03-10 00:00:00,Wednesday,2020,Canucks,Canadiens,home,0-1,1-2,0-2,1-5,145,6.0,-4.0,L,P,0.0
745,2021-03-10 00:00:00,Wednesday,2020,Canadiens,Canucks,away,1-0,2-1,2-0,5-1,-165,6.0,4.0,W,P,0.0
746,2021-03-10 00:00:00,Wednesday,2020,Ducks,Kings,home,0-1,1-2,0-2,1-5,105,5.5,-4.0,L,O,0.0
747,2021-03-10 00:00:00,Wednesday,2020,Kings,Ducks,away,1-0,2-1,2-0,5-1,-125,5.5,4.0,W,O,0.0
748,2021-03-11 00:00:00,Thursday,2020,Stars,Blackhawks,home,0-1,0-3,2-0,2-4,-155,5.5,-2.0,L,O,0.0
749,2021-03-11 00:00:00,Thursday,2020,Blackhawks,Stars,away,1-0,3-0,0-2,4-2,135,5.5,2.0,W,O,0.0
750,2021-03-11 00:00:00,Thursday,2020,Flames,Canadiens,home,0-0,2-0,0-1,2-1,-110,5.5,1.0,W,U,0.0
751,2021-03-11 00:00:00,Thursday,2020,Canadiens,Flames,away,0-0,0-2,1-0,1-2,100,5.5,-1.0,L,U,0.0
752,2021-03-11 00:00:00,Thursday,2020,Bruins,Rangers,home,2-0,2-0,0-0,4-0,-175,5.5,4.0,W,U,0.0
753,2021-03-11 00:00:00,Thursday,2020,Rangers,Bruins,away,0-2,0-2,0-0,0-4,158,5.5,-4.0,L,U,0.0
754,2021-03-11 00:00:00,Thursday,2020,Sabres,Penguins,home,1-1,1-2,0-2,2-5,180,6.0,-3.0,L,O,0.0
755,2021-03-11 00:00:00,Thursday,2020,Penguins,Sabres,away,1-1,2-1,2-0,5-2,-208,6.0,3.0,W,O,0.0
756,2021-03-11 00:00:00,Thursday,2020,Islanders,Devils,home,2-0,2-0,1-3,5-3,-200,5.5,2.0,W,O,0.0
757,2021-03-11 00:00:00,Thursday,2020,Devils,Islanders,away,0-2,0-2,3-1,3-5,180,5.5,-2.0,L,O,0.0
758,2021-03-11 00:00:00,Thursday,2020,Flyers,Capitals,home,1-2,0-2,2-1,3-5,-125,6.5,-2.0,L,O,0.0
759,2021-03-11 00:00:00,Thursday,2020,Capitals,Flyers,away,2-1,2-0,1-2,5-3,105,6.5,2.0,W,O,0.0
760,2021-03-11 00:00:00,Thursday,2020,Hurricanes,Predators,home,3-0,1-0,1-1,5-1,-233,5.5,4.0,W,O,0.0
761,2021-03-11 00:00:00,Thursday,2020,Predators,Hurricanes,away,0-3,0-1,1-1,1-5,201,5.5,-4.0,L,O,0.0
762,2021-03-11 00:00:00,Thursday,2020,Blue Jackets,Panthers,home,0-0,2-1,2-3,4-5,110,5.5,-1.0,L,O,1.0
763,2021-03-11 00:00:00,Thursday,2020,Panthers,Blue Jackets,away,0-0,1-2,3-2,5-4,-130,5.5,1.0,W,O,1.0
764,2021-03-11 00:00:00,Thursday,2020,Red Wings,Lightning,home,3-2,2-0,1-2,6-4,265,5.5,2.0,W,O,0.0
765,2021-03-11 00:00:00,Thursday,2020,Lightning,Red Wings,away,2-3,0-2,2-1,4-6,-310,5.5,-2.0,L,O,0.0
766,2021-03-11 00:00:00,Thursday,2020,Maple Leafs,Jets,home,0-1,1-1,2-1,4-3,-183,6.5,1.0,W,O,1.0
767,2021-03-11 00:00:00,Thursday,2020,Jets,Maple Leafs,away,1-0,1-1,1-2,3-4,164,6.5,-1.0,L,O,1.0
768,2021-03-12 00:00:00,Friday,2020,Blues,Knights,home,0-2,2-1,2-1,4-5,-105,5.5,-1.0,L,O,1.0
769,2021-03-12 00:00:00,Friday,2020,Knights,Blues,away,2-0,1-2,1-2,5-4,-115,5.5,1.0,W,O,1.0
770,2021-03-12 00:00:00,Friday,2020,Wild,Coyotes,home,0-0,0-0,4-0,4-0,-200,5.5,4.0,W,U,0.0
771,2021-03-12 00:00:00,Friday,2020,Coyotes,Wild,away,0-0,0-0,0-4,0-4,180,5.5,-4.0,L,U,0.0
772,2021-03-12 00:00:00,Friday,2020,Oilers,Senators,home,2-1,2-1,2-0,6-2,-240,6.5,4.0,W,O,0.0
773,2021-03-12 00:00:00,Friday,2020,Senators,Oilers,away,1-2,1-2,0-2,2-6,207,6.5,-4.0,L,O,0.0
774,2021-03-12 00:00:00,Friday,2020,Avalanche,Kings,home,0-0,1-0,1-0,2-0,-227,5.5,2.0,W,U,0.0
775,2021-03-12 00:00:00,Friday,2020,Kings,Avalanche,away,0-0,0-1,0-1,0-2,202,5.5,-2.0,L,U,0.0
776,2021-03-12 00:00:00,Friday,2020,Ducks,Sharks,home,0-1,0-1,0-4,0-6,-105,5.5,-6.0,L,O,0.0
777,2021-03-12 00:00:00,Friday,2020,Sharks,Ducks,away,1-0,1-0,4-0,6-0,-115,5.5,6.0,W,O,0.0
778,2021-03-13 00:00:00,Saturday,2020,Bruins,Rangers,home,0-1,0-1,0-2,0-4,-175,5.5,-4.0,L,U,0.0
779,2021-03-13 00:00:00,Saturday,2020,Rangers,Bruins,away,1-0,1-0,2-0,4-0,155,5.5,4.0,W,U,0.0
780,2021-03-13 00:00:00,Saturday,2020,Sabres,Penguins,home,0-0,0-1,0-2,0-3,195,5.5,-3.0,L,U,0.0
781,2021-03-13 00:00:00,Saturday,2020,Penguins,Sabres,away,0-0,1-0,2-0,3-0,-227,5.5,3.0,W,U,0.0
782,2021-03-13 00:00:00,Saturday,2020,Devils,Islanders,home,1-1,1-0,0-2,2-3,155,5.5,-1.0,L,U,0.0
783,2021-03-13 00:00:00,Saturday,2020,Islanders,Devils,away,1-1,0-1,2-0,3-2,-175,5.5,1.0,W,U,0.0
784,2021-03-13 00:00:00,Saturday,2020,Flyers,Capitals,home,0-2,2-2,2-1,4-5,-125,6.0,-1.0,L,O,0.0
785,2021-03-13 00:00:00,Saturday,2020,Capitals,Flyers,away,2-0,2-2,1-2,5-4,105,6.0,1.0,W,O,0.0
786,2021-03-13 00:00:00,Saturday,2020,Lightning,Predators,home,2-0,2-1,2-2,6-3,-330,5.5,3.0,W,O,0.0
787,2021-03-13 00:00:00,Saturday,2020,Predators,Lightning,away,0-2,1-2,2-2,3-6,281,5.5,-3.0,L,O,0.0
