,Date,Streak,Date_diff,Day,TeamChange,Team,Home_City,Opp,Opp_City,Site,Road_Trip,Home_Stand,Final,Line,Total,SUm,SUr,OUr,ot,Distance
431,2021-01-28,0,2,Thursday,False,Penguins,Pittsburgh,Bruins,Boston,away,2,0,1-4,118,5.5,-3,L,U,0,776.2743307811005
432,2021-01-30,0,2,Saturday,False,Penguins,Pittsburgh,Rangers,New York,away,3,0,5-4,-110,6.0,1,W,O,1,507.4685719603499
433,2021-02-01,0,2,Monday,False,Penguins,Pittsburgh,Rangers,New York,away,4,0,1-3,-105,6.5,-2,L,U,0,507.4685719603499
434,2021-02-06,0,5,Saturday,False,Penguins,Pittsburgh,Islanders,Uniondale,away,5,0,3-4,109,5.5,-1,L,O,0,542.6344585749772
435,2021-02-11,0,5,Thursday,False,Penguins,Pittsburgh,Islanders,Uniondale,away,6,0,4-3,-110,5.5,1,W,O,1,542.6344585749772
436,2021-02-14,1,3,Sunday,False,Penguins,Pittsburgh,Capitals,Washington,home,0,1,6-3,-120,6.5,3,W,O,0,0.0
437,2021-02-16,2,2,Tuesday,False,Penguins,Pittsburgh,Capitals,Washington,home,0,2,1-3,-125,6.5,-2,L,U,0,0.0
438,2021-02-18,3,2,Thursday,False,Penguins,Pittsburgh,Islanders,Uniondale,home,0,3,4-1,-115,5.5,3,W,U,0,0.0
439,2021-02-20,4,2,Saturday,False,Penguins,Pittsburgh,Islanders,Uniondale,home,0,4,3-2,-120,5.5,1,W,U,0,0.0
440,2021-02-23,0,3,Tuesday,False,Penguins,Pittsburgh,Capitals,Washington,away,1,0,3-2,-110,6.5,1,W,U,1,306.10280732257667
441,2021-02-25,0,2,Thursday,False,Penguins,Pittsburgh,Capitals,Washington,away,2,0,2-5,100,6.5,-3,L,O,0,306.10280732257667
442,2021-02-27,0,2,Saturday,False,Penguins,Pittsburgh,Islanders,Uniondale,away,3,0,4-3,-105,5.5,1,W,O,1,542.6344585749772
443,2021-01-14,1,0,Thursday,True,Predators,Nashville,Blue Jackets,Columbus,home,0,1,3-1,-120,5.5,2,W,U,0,0.0
444,2021-01-16,2,2,Saturday,False,Predators,Nashville,Blue Jackets,Columbus,home,0,2,5-2,-115,5.5,3,W,O,0,0.0
445,2021-01-18,3,2,Monday,False,Predators,Nashville,Hurricanes,Raleigh,home,0,3,2-4,105,6.0,-2,L,P,0,0.0
446,2021-01-22,0,4,Friday,False,Predators,Nashville,Stars,Dallas,away,1,0,0-7,102,5.5,-7,L,O,0,993.8166629853667
447,2021-01-24,0,2,Sunday,False,Predators,Nashville,Stars,Dallas,away,2,0,2-3,104,5.5,-1,L,U,0,993.8166629853667
448,2021-01-27,1,3,Wednesday,False,Predators,Nashville,Blackhawks,Chicago,home,0,1,2-1,-175,6.0,1,W,U,1,0.0
449,2021-01-30,0,3,Saturday,False,Predators,Nashville,Lightning,Tampa,away,1,0,3-4,155,5.5,-1,L,O,0,997.598164502239
450,2021-02-01,0,2,Monday,False,Predators,Nashville,Lightning,Tampa,away,2,0,2-5,158,5.5,-3,L,O,0,997.598164502239
451,2021-02-04,0,3,Thursday,False,Predators,Nashville,Panthers,Sunrise,away,3,0,6-5,-105,6.0,1,W,O,1,1268.6866562979951
452,2021-02-05,0,1,Friday,False,Predators,Nashville,Panthers,Sunrise,away,4,0,1-2,122,6.0,-1,L,U,0,1268.6866562979951
453,2021-02-08,1,3,Monday,False,Predators,Nashville,Lightning,Tampa,home,0,1,1-4,140,5.5,-3,L,U,0,0.0
454,2021-02-09,2,1,Tuesday,False,Predators,Nashville,Lightning,Tampa,home,0,2,1-6,150,5.5,-5,L,O,0,0.0
455,2021-02-11,3,2,Thursday,False,Predators,Nashville,Red Wings,Detroit,home,0,3,3-2,-170,5.5,1,W,U,0,0.0
456,2021-02-13,4,2,Saturday,False,Predators,Nashville,Red Wings,Detroit,home,0,4,2-4,-169,5.5,-2,L,O,0,0.0
457,2021-02-18,0,5,Thursday,False,Predators,Nashville,Blue Jackets,Columbus,away,1,0,0-3,113,5.5,-3,L,U,0,536.1473363482389
458,2021-02-20,0,2,Saturday,False,Predators,Nashville,Blue Jackets,Columbus,away,2,0,4-2,110,5.5,2,W,O,0,536.1473363482389
459,2021-02-23,0,3,Tuesday,False,Predators,Nashville,Red Wings,Detroit,away,3,0,2-0,-150,5.5,2,W,U,0,756.5391666926603
460,2021-02-25,0,2,Thursday,False,Predators,Nashville,Red Wings,Detroit,away,4,0,2-5,-149,5.5,-3,L,O,0,756.5391666926603
461,2021-01-14,1,0,Thursday,True,Rangers,New York,Islanders,Uniondale,home,0,1,0-4,-110,6.0,-4,L,U,0,0.0
462,2021-01-16,2,2,Saturday,False,Rangers,New York,Islanders,Uniondale,home,0,2,5-0,-105,6.0,5,W,U,0,0.0
463,2021-01-19,3,3,Tuesday,False,Rangers,New York,Devils,Newark,home,0,3,3-4,-149,6.0,-1,L,O,0,0.0
464,2021-01-22,0,3,Friday,False,Rangers,New York,Penguins,Pittsburgh,away,1,0,3-4,131,6.5,-1,L,O,1,507.4685719603499
465,2021-01-24,0,2,Sunday,False,Rangers,New York,Penguins,Pittsburgh,away,2,0,2-3,122,6.5,-1,L,U,0,507.4685719603499
466,2021-01-26,0,2,Tuesday,False,Rangers,New York,Sabres,Buffalo,away,3,0,2-3,100,6.0,-1,L,U,0,471.35234142882456
467,2021-01-28,0,2,Thursday,False,Rangers,New York,Sabres,Buffalo,away,4,0,3-2,-125,6.0,1,W,U,1,471.35234142882456
468,2021-01-30,1,2,Saturday,False,Rangers,New York,Penguins,Pittsburgh,home,0,1,4-5,-110,6.0,-1,L,O,1,0.0
469,2021-02-01,2,2,Monday,False,Rangers,New York,Penguins,Pittsburgh,home,0,2,3-1,-105,6.5,2,W,U,0,0.0
470,2021-02-04,3,3,Thursday,False,Rangers,New York,Capitals,Washington,home,0,3,4-2,-115,6.5,2,W,U,0,0.0
471,2021-02-08,4,4,Monday,False,Rangers,New York,Islanders,Uniondale,home,0,4,0-2,-115,5.5,-2,L,U,0,0.0
472,2021-02-10,5,2,Wednesday,False,Rangers,New York,Bruins,Boston,home,0,5,2-3,155,5.5,-1,L,U,1,0.0
473,2021-02-12,6,2,Friday,False,Rangers,New York,Bruins,Boston,home,0,6,0-1,155,5.5,-1,L,U,0,0.0
474,2021-02-16,7,4,Tuesday,False,Rangers,New York,Devils,Newark,home,0,7,2-5,-140,5.5,-3,L,O,0,0.0
475,2021-02-18,0,2,Thursday,False,Rangers,New York,Flyers,Philadelphia,away,1,0,3-2,-110,6.0,1,W,U,1,129.60181091014726
476,2021-02-20,0,2,Saturday,False,Rangers,New York,Capitals,Washington,away,2,0,4-1,125,6.0,3,W,U,0,328.7316497653234
477,2021-02-24,0,4,Wednesday,False,Rangers,New York,Flyers,Philadelphia,away,3,0,3-4,118,5.5,-1,L,O,0,129.60181091014726
478,2021-02-26,1,2,Friday,False,Rangers,New York,Bruins,Boston,home,0,1,6-2,140,5.5,4,W,O,0,0.0
479,2021-01-14,2,0,Thursday,True,Red Wings,Detroit,Hurricanes,Raleigh,home,0,1,0-3,185,6.0,-3,L,U,0,0.0
480,2021-01-16,3,2,Saturday,False,Red Wings,Detroit,Hurricanes,Raleigh,home,0,2,4-2,199,5.5,2,W,O,0,0.0
481,2021-01-18,4,2,Monday,False,Red Wings,Detroit,Blue Jackets,Columbus,home,0,3,2-3,160,5.5,-1,L,U,0,0.0
482,2021-01-19,5,1,Tuesday,False,Red Wings,Detroit,Blue Jackets,Columbus,home,0,4,3-2,155,5.5,1,W,U,1,0.0
483,2021-01-22,0,3,Friday,False,Red Wings,Detroit,Blackhawks,Chicago,away,1,0,1-4,118,6.0,-3,L,U,0,381.9811596314157
484,2021-01-26,0,4,Tuesday,False,Red Wings,Detroit,Stars,Dallas,away,2,0,1-2,198,5.5,-1,L,U,1,1608.9664458831232
485,2021-01-30,1,4,Saturday,False,Red Wings,Detroit,Panthers,Sunrise,home,0,1,2-3,155,6.0,-1,L,U,1,0.0
486,2021-01-31,2,1,Sunday,False,Red Wings,Detroit,Panthers,Sunrise,home,0,2,2-3,160,5.5,-1,L,U,0,0.0
487,2021-02-03,0,3,Wednesday,False,Red Wings,Detroit,Lightning,Tampa,away,1,0,1-5,293,5.5,-4,L,O,0,1596.7001208547629
488,2021-02-05,0,2,Friday,False,Red Wings,Detroit,Lightning,Tampa,away,2,0,1-3,314,5.5,-2,L,U,0,1596.7001208547629
489,2021-02-07,0,2,Sunday,False,Red Wings,Detroit,Panthers,Sunrise,away,3,0,4-1,220,5.5,3,W,U,0,1810.9104971069405
490,2021-02-09,0,2,Tuesday,False,Red Wings,Detroit,Panthers,Sunrise,away,4,0,1-2,186,5.5,-1,L,U,0,1810.9104971069405
491,2021-02-11,0,2,Thursday,False,Red Wings,Detroit,Predators,Nashville,away,5,0,2-3,153,5.5,-1,L,U,0,756.5391666926603
492,2021-02-13,0,2,Saturday,False,Red Wings,Detroit,Predators,Nashville,away,6,0,4-2,150,5.5,2,W,O,0,756.5391666926603
493,2021-02-15,1,2,Monday,False,Red Wings,Detroit,Blackhawks,Chicago,home,0,1,2-3,100,5.5,-1,L,U,1,0.0
494,2021-02-17,2,2,Wednesday,False,Red Wings,Detroit,Blackhawks,Chicago,home,0,2,0-2,120,5.5,-2,L,U,0,0.0
495,2021-02-19,3,2,Friday,False,Red Wings,Detroit,Panthers,Sunrise,home,0,3,2-7,165,5.5,-5,L,O,0,0.0
496,2021-02-20,4,1,Saturday,False,Red Wings,Detroit,Panthers,Sunrise,home,0,4,2-1,150,5.5,1,W,U,0,0.0
497,2021-02-23,5,3,Tuesday,False,Red Wings,Detroit,Predators,Nashville,home,0,5,0-2,130,5.5,-2,L,U,0,0.0
498,2021-02-25,6,2,Thursday,False,Red Wings,Detroit,Predators,Nashville,home,0,6,5-2,135,5.5,3,W,O,0,0.0
499,2021-01-14,7,0,Thursday,True,Sabres,Buffalo,Capitals,Washington,home,0,1,4-6,110,6.0,-2,L,O,0,0.0
500,2021-01-15,8,1,Friday,False,Sabres,Buffalo,Capitals,Washington,home,0,2,1-2,100,6.0,-1,L,U,0,0.0
501,2021-01-18,0,3,Monday,False,Sabres,Buffalo,Flyers,Philadelphia,away,1,0,6-1,135,6.0,5,W,O,0,450.04876470017894
502,2021-01-19,0,1,Tuesday,False,Sabres,Buffalo,Flyers,Philadelphia,away,2,0,0-3,127,6.0,-3,L,U,0,450.04876470017894
503,2021-01-22,0,3,Friday,False,Sabres,Buffalo,Capitals,Washington,away,3,0,3-4,-105,5.5,-1,L,O,1,469.64323435676556
504,2021-01-24,0,2,Sunday,False,Sabres,Buffalo,Capitals,Washington,away,4,0,4-3,-125,6.0,1,W,O,1,469.64323435676556
505,2021-01-26,1,2,Tuesday,False,Sabres,Buffalo,Rangers,New York,home,0,1,3-2,-110,6.0,1,W,U,0,0.0
506,2021-01-28,2,2,Thursday,False,Sabres,Buffalo,Rangers,New York,home,0,2,2-3,105,6.0,-1,L,U,1,0.0
507,2021-01-30,3,2,Saturday,False,Sabres,Buffalo,Devils,Newark,home,0,3,4-3,-155,5.5,1,W,O,1,0.0
508,2021-01-31,4,1,Sunday,False,Sabres,Buffalo,Devils,Newark,home,0,4,3-5,-150,5.5,-2,L,O,0,0.0
509,2021-02-15,5,15,Monday,False,Sabres,Buffalo,Islanders,Uniondale,home,0,5,1-3,110,5.5,-2,L,U,0,0.0
510,2021-02-16,6,1,Tuesday,False,Sabres,Buffalo,Islanders,Uniondale,home,0,6,0-3,115,5.5,-3,L,U,0,0.0
511,2021-02-18,0,2,Thursday,False,Sabres,Buffalo,Capitals,Washington,away,1,0,1-3,144,6.0,-2,L,U,0,469.64323435676556
512,2021-02-20,0,2,Saturday,False,Sabres,Buffalo,Devils,Newark,away,2,0,3-2,115,5.5,1,W,U,0,458.1494246688932
513,2021-02-22,0,2,Monday,False,Sabres,Buffalo,Islanders,Uniondale,away,3,0,2-3,149,5.0,-1,L,P,0,501.9180326002545
514,2021-02-23,0,1,Tuesday,False,Sabres,Buffalo,Devils,Newark,away,4,0,4-1,135,5.5,3,W,U,0,458.1494246688932
515,2021-02-25,1,2,Thursday,False,Sabres,Buffalo,Devils,Newark,home,0,1,3-4,100,5.5,-1,L,O,1,0.0
516,2021-01-15,2,0,Friday,True,Senators,Ottawa,Maple Leafs,Toronto,home,0,1,5-3,180,6.5,2,W,O,0,0.0
517,2021-01-16,3,1,Saturday,False,Senators,Ottawa,Maple Leafs,Toronto,home,0,2,2-3,180,6.5,-1,L,U,0,0.0
518,2021-01-19,4,3,Tuesday,False,Senators,Ottawa,Jets,Winnipeg,home,0,3,3-4,-110,6.0,-1,L,O,1,0.0
519,2021-01-21,5,2,Thursday,False,Senators,Ottawa,Jets,Winnipeg,home,0,4,1-4,100,6.0,-3,L,U,0,0.0
520,2021-01-23,0,2,Saturday,False,Senators,Ottawa,Jets,Winnipeg,away,1,0,3-6,136,6.0,-3,L,O,0,1679.4270918493457
521,2021-01-25,0,2,Monday,False,Senators,Ottawa,Canucks,Vancouver,away,2,0,1-7,131,6.5,-6,L,O,0,3549.712103525034
522,2021-01-27,0,2,Wednesday,False,Senators,Ottawa,Canucks,Vancouver,away,3,0,1-5,140,6.5,-4,L,U,0,3549.712103525034
523,2021-01-28,0,1,Thursday,False,Senators,Ottawa,Canucks,Vancouver,away,4,0,1-4,153,6.5,-3,L,U,0,3549.712103525034
524,2021-01-31,0,3,Sunday,False,Senators,Ottawa,Oilers,Edmonton,away,5,0,5-8,166,6.5,-3,L,O,0,2846.477084669064
525,2021-02-02,0,2,Tuesday,False,Senators,Ottawa,Oilers,Edmonton,away,6,0,2-4,202,6.5,-2,L,U,0,2846.477084669064
526,2021-02-04,0,2,Thursday,False,Senators,Ottawa,Canadiens,Montreal,away,7,0,3-2,260,6.5,1,W,U,0,162.89704943731655
527,2021-02-06,1,2,Saturday,False,Senators,Ottawa,Canadiens,Montreal,home,0,1,1-2,220,6.5,-1,L,U,0,0.0
528,2021-02-08,2,2,Monday,False,Senators,Ottawa,Oilers,Edmonton,home,0,2,1-3,167,6.5,-2,L,U,0,0.0
529,2021-02-09,3,1,Tuesday,False,Senators,Ottawa,Oilers,Edmonton,home,0,3,2-3,167,6.5,-1,L,U,0,0.0
530,2021-02-11,0,2,Thursday,False,Senators,Ottawa,Jets,Winnipeg,away,1,0,1-5,198,6.0,-4,L,P,0,1679.4270918493457
531,2021-02-13,0,2,Saturday,False,Senators,Ottawa,Jets,Winnipeg,away,2,0,2-1,190,6.0,1,W,U,0,1679.4270918493457
532,2021-02-15,0,2,Monday,False,Senators,Ottawa,Maple Leafs,Toronto,away,3,0,6-5,250,6.5,1,W,O,1,353.1588884496667
533,2021-02-17,0,2,Wednesday,False,Senators,Ottawa,Maple Leafs,Toronto,away,4,0,1-2,275,6.5,-1,L,U,0,353.1588884496667
534,2021-02-18,0,1,Thursday,False,Senators,Ottawa,Maple Leafs,Toronto,away,5,0,3-7,248,6.5,-4,L,O,0,353.1588884496667
535,2021-02-21,1,3,Sunday,False,Senators,Ottawa,Canadiens,Montreal,home,0,1,3-2,190,6.0,1,W,U,1,0.0
536,2021-02-23,2,2,Tuesday,False,Senators,Ottawa,Canadiens,Montreal,home,0,2,5-4,180,6.0,1,W,O,1,0.0
537,2021-02-25,3,2,Thursday,False,Senators,Ottawa,Flames,Calgary,home,0,3,6-1,133,6.0,5,W,O,0,0.0
538,2021-02-27,4,2,Saturday,False,Senators,Ottawa,Flames,Calgary,home,0,4,3-6,130,6.0,-3,L,O,0,0.0
539,2021-01-14,0,0,Thursday,True,Sharks,San Jose,Coyotes,Glendale,away,1,0,4-3,115,5.5,1,W,O,1,483.43637389489464
540,2021-01-16,0,2,Saturday,False,Sharks,San Jose,Coyotes,Glendale,away,2,0,3-5,118,5.5,-2,L,O,0,483.43637389489464
541,2021-01-18,0,2,Monday,False,Sharks,San Jose,Blues,St. Louis,away,3,0,4-5,162,5.5,-1,L,O,0,2770.106851009967
542,2021-01-20,0,2,Wednesday,False,Sharks,San Jose,Blues,St. Louis,away,4,0,2-1,165,6.0,1,W,U,1,2770.106851009967
543,2021-01-22,0,2,Friday,False,Sharks,San Jose,Wild,St. Paul,away,5,0,1-4,144,6.0,-3,L,U,0,2544.4919132976083
544,2021-01-24,0,2,Sunday,False,Sharks,San Jose,Wild,St. Paul,away,6,0,5-3,125,5.5,2,W,O,0,2544.4919132976083
545,2021-01-26,0,2,Tuesday,False,Sharks,San Jose,Avalanche,Denver,away,7,0,3-7,188,6.0,-4,L,O,0,1495.5453097400894
546,2021-01-28,0,2,Thursday,False,Sharks,San Jose,Avalanche,Denver,away,8,0,0-3,198,6.0,-3,L,U,0,1495.5453097400894
547,2021-02-05,0,8,Friday,False,Sharks,San Jose,Ducks,Anaheim,away,9,0,5-4,-105,5.5,1,W,O,1,529.9506019873951
548,2021-02-06,0,1,Saturday,False,Sharks,San Jose,Ducks,Anaheim,away,10,0,1-2,104,6.0,-1,L,U,1,529.9506019873951
549,2021-02-09,0,3,Tuesday,False,Sharks,San Jose,Kings,Los Angeles,away,11,0,4-3,-125,5.5,1,W,O,1,491.49142129934603
550,2021-02-11,0,2,Thursday,False,Sharks,San Jose,Kings,Los Angeles,away,12,0,2-6,-116,6.0,-4,L,O,0,491.49142129934603
551,2021-02-13,1,2,Saturday,False,Sharks,San Jose,Knights,Las Vegas,home,0,1,1-3,165,6.0,-2,L,U,0,0.0
552,2021-02-15,2,2,Monday,False,Sharks,San Jose,Ducks,Anaheim,home,0,2,3-2,-110,5.5,1,W,U,0,0.0
553,2021-02-18,0,3,Thursday,False,Sharks,San Jose,Blues,St. Louis,away,1,0,2-3,162,5.5,-1,L,U,1,2770.106851009967
554,2021-02-22,1,4,Monday,False,Sharks,San Jose,Wild,St. Paul,home,0,1,2-6,135,5.5,-4,L,O,0,0.0
555,2021-02-27,2,5,Saturday,False,Sharks,San Jose,Blues,St. Louis,home,0,2,6-7,150,5.5,-1,L,O,0,0.0
556,2021-01-22,3,0,Friday,True,Stars,Dallas,Predators,Nashville,home,0,1,7-0,-113,5.5,7,W,O,0,0.0
557,2021-01-24,4,2,Sunday,False,Stars,Dallas,Predators,Nashville,home,0,2,3-2,-115,5.5,1,W,U,0,0.0
558,2021-01-26,5,2,Tuesday,False,Stars,Dallas,Red Wings,Detroit,home,0,3,2-1,-222,5.5,1,W,U,1,0.0
559,2021-01-30,0,4,Saturday,False,Stars,Dallas,Hurricanes,Raleigh,away,1,0,1-4,115,5.5,-3,L,U,0,1702.2523075053584
560,2021-01-31,0,1,Sunday,False,Stars,Dallas,Hurricanes,Raleigh,away,2,0,3-4,113,5.5,-1,L,O,1,1702.2523075053584
561,2021-02-02,0,2,Tuesday,False,Stars,Dallas,Blue Jackets,Columbus,away,3,0,6-3,-110,5.0,3,W,O,0,1469.96811889186
562,2021-02-04,0,2,Thursday,False,Stars,Dallas,Blue Jackets,Columbus,away,4,0,3-4,-121,5.0,-1,L,O,0,1469.96811889186
563,2021-02-07,1,3,Sunday,False,Stars,Dallas,Blackhawks,Chicago,home,0,1,1-2,-161,5.5,-1,L,U,1,0.0
564,2021-02-09,2,2,Tuesday,False,Stars,Dallas,Blackhawks,Chicago,home,0,2,1-2,-140,5.5,-1,L,U,1,0.0
565,2021-02-11,3,2,Thursday,False,Stars,Dallas,Hurricanes,Raleigh,home,0,3,3-5,105,5.5,-2,L,O,0,0.0
566,2021-02-13,4,2,Saturday,False,Stars,Dallas,Hurricanes,Raleigh,home,0,4,3-4,100,5.5,-1,L,O,1,0.0
567,2021-02-22,0,9,Monday,False,Stars,Dallas,Panthers,Sunrise,away,1,0,1-3,113,5.5,-2,L,U,0,1758.8962220417418
568,2021-02-24,0,2,Wednesday,False,Stars,Dallas,Panthers,Sunrise,away,2,0,3-0,115,5.5,3,W,U,0,1758.8962220417418
569,2021-02-25,0,1,Thursday,False,Stars,Dallas,Panthers,Sunrise,away,3,0,2-3,118,5.5,-1,L,U,0,1758.8962220417418
570,2021-02-27,0,2,Saturday,False,Stars,Dallas,Lightning,Tampa,away,4,0,0-5,166,5.5,-5,L,U,0,1477.0633563875592
571,2021-01-14,0,0,Thursday,True,Wild,St. Paul,Kings,Los Angeles,away,1,0,4-3,-140,5.5,1,W,O,1,2462.943663880059
572,2021-01-16,0,2,Saturday,False,Wild,St. Paul,Kings,Los Angeles,away,2,0,4-3,-140,5.5,1,W,O,1,2462.943663880059
573,2021-01-18,0,2,Monday,False,Wild,St. Paul,Ducks,Anaheim,away,3,0,0-1,-133,5.5,-1,L,U,0,2453.270954200969
574,2021-01-20,0,2,Wednesday,False,Wild,St. Paul,Ducks,Anaheim,away,4,0,3-2,-140,5.5,1,W,U,0,2453.270954200969
575,2021-01-22,1,2,Friday,False,Wild,St. Paul,Sharks,San Jose,home,0,1,4-1,-160,6.0,3,W,U,0,0.0
576,2021-01-24,2,2,Sunday,False,Wild,St. Paul,Sharks,San Jose,home,0,2,3-5,-145,5.5,-2,L,O,0,0.0
577,2021-01-31,3,7,Sunday,False,Wild,St. Paul,Avalanche,Denver,home,0,3,4-3,120,5.5,1,W,O,1,0.0
578,2021-02-02,0,2,Tuesday,False,Wild,St. Paul,Avalanche,Denver,away,1,0,1-2,144,5.5,-1,L,U,0,1135.8067358091375
579,2021-02-16,0,14,Tuesday,False,Wild,St. Paul,Kings,Los Angeles,away,2,0,0-4,-149,5.5,-4,L,U,0,2462.943663880059
580,2021-02-18,0,2,Thursday,False,Wild,St. Paul,Ducks,Anaheim,away,3,0,3-1,-125,5.5,2,W,U,0,2453.270954200969
581,2021-02-20,0,2,Saturday,False,Wild,St. Paul,Ducks,Anaheim,away,4,0,5-1,-135,5.5,4,W,O,0,2453.270954200969
582,2021-02-22,0,2,Monday,False,Wild,St. Paul,Sharks,San Jose,away,5,0,6-2,-155,5.5,4,W,O,0,2544.4919132976083
583,2021-02-24,0,2,Wednesday,False,Wild,St. Paul,Avalanche,Denver,away,6,0,6-2,155,5.5,4,W,O,0,1135.8067358091375
584,2021-02-26,1,2,Friday,False,Wild,St. Paul,Kings,Los Angeles,home,0,1,3-1,-180,5.5,2,W,U,0,0.0
585,2021-02-27,2,1,Saturday,False,Wild,St. Paul,Kings,Los Angeles,home,0,2,4-3,-170,5.5,1,W,O,1,0.0
